Institucion,Organismo responsable,Expediente,Fecha,Tipo,Objeto,Procedimiento,Ambito_geografico,Materias_CPV,Observaciones,nif_licitador,valor_estimado_licitacion,nombre_poder_adjudicador,nif_adjudicador,nombre_adjudicatario,nif_adjudicatario,valor_oferta_adjudicada,verificacion_organismo,Enlace HTML
MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Sur,2025/ETSAE0226/00000711E.,14/04/2025,Contratación,"Suministro de material de utillaje para el mantenimiento de las instalaciones de la Base ""Álvarez de Sotomayor"".",Abierto,Andalucía,44000000 Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos),No disponible,No disponible,No disponible,Jefatura de Intendencia de Asuntos Económicos Sur.,S4130025B.,Ferreteria ferrisan s.l.,B04830154.,"13.884,30 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13845
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 46 - Base Aérea de Matacán,2025/EA46/00000267.,14/04/2025,Contratación,Suministro de frutas y hortalizas en la Base Aérea de Talavera la Real y Ala 23.,Restringido,Extremadura,"03000000 Productos de la agricultura, ganadería, pesca, silvicultura y productos afines 15000000 Alimentos, bebidas, tabaco y productos afines",No disponible,No disponible,No disponible,Jefatura de la Sección Económico-Administrativa 46 - Base Aérea de Matacán.,S3722001I.,PLATAFORMA FEMAR SL.,B91016238.,"9.099,91 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13846
MINISTERIO DE DEFENSA,Sección de Asuntos Económicos del Parque y Centro de Mantenimiento de Sistemas Acorazados 2,2024/ETSAE0441/00000369E.,14/04/2025,Contratación,T.A. Adquisición de repuestos para barcaza de Centauro.,Abierto,Castilla y León,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",Varias adjudicaciones.,No disponible,No disponible,Sección de Asuntos Económicos del Parque y Centro de Mantenimiento de Sistemas Acorazados 2.,S4030007A.,"INTEGRACION TECNOLOGICA EMPRESARIAL, S.L.",B83385575.,"58.903,02 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13847
MINISTERIO DE DEFENSA,Sección de Asuntos Económicos del Parque y Centro de Mantenimiento de Sistemas Acorazados 2,2024/ETSAE0441/00000370E.,14/04/2025,Contratación,T.A. Adquisición repuestos para torre de Centauro.,Abierto,Castilla y León,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",Varias adjudicaciones.,No disponible,No disponible,Sección de Asuntos Económicos del Parque y Centro de Mantenimiento de Sistemas Acorazados 2.,S4030007A.,STAR DEFENCE LOGISTICS & ENGINEERING S.L.,B85489276.,"130.733,60 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13848
MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Este,2025/ETSAE0327/00001314E.,14/04/2025,Contratación,Basado am material fungible Lote 6 (Limpieza) usacsangenis.,No disponible,Aragón,"39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza",Acuerdo marco.,No disponible,No disponible,Jefatura de Intendencia de Asuntos Económicos Este.,S0830042H.,blarozar sl.,B50354596.,"9.090,91 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13849
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos de la Fuerza Terrestre,2024/ETSAE0206/00004425E.,14/04/2025,Licitación,Servicios para el sostenimiento del sistema de armas HAWK y misil PATRIOT.,Abierto,Andalucía,50100000 Servicios de reparación y mantenimiento 50300000 Servicios de reparación y mantenimiento 50400000 Servicios de reparación y mantenimiento 50500000 Servicios de reparación y mantenimiento 50600000 Servicios de reparación y mantenimiento 50800000 Servicios de reparación y mantenimiento,Varios lotes.,S4100017E.,"252.436,57 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13850
MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Este,2025/ETSAE0327/00001300E.,14/04/2025,Contratación,AM Mat. Fungible fontanería Lote 4 usba almirante.,No disponible,Aragón,44000000 Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos),Acuerdo Marco.,No disponible,No disponible,Jefatura de Intendencia de Asuntos Económicos Este.,S0830042H.,CASERVI MANTENIMIENTOS GENERALES S.L.,B82773862.,"5.785,12 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13851
MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Este,2025/ETSAE0327/00001178E.,14/04/2025,Contratación,cb am am material fungible lote 1 cenad s. gregorio.,No disponible,Aragón,44000000 Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos),Acuerdo Marco.,No disponible,No disponible,Jefatura de Intendencia de Asuntos Económicos Este.,S0830042H.,"C&A COMERCIAL ARTIGAS E HIJOS, S.L.",B50708809.,"3.719,01 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13852
MINISTERIO DE DEFENSA,Dirección de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada,2025/AR40U/00000680E.,14/04/2025,Contratación,"2º CB en AM 1861/24, para Pruebas de Vigilancia de Municiones.",Negociado sin publicidad,Comunidad de Madrid,73000000 Servicios de investigación y desarrollo y servicios de consultoría conexos,No disponible,No disponible,No disponible,Dirección de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada.,S2815004C.,INST NAL DE TECNICA AEROESPACIAL ESTEBAN TERRADAS MDE.,Q2822003F.,"126.006,37 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13853
MINISTERIO DE DEFENSA,Dirección de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada,2025/AR40U/00000381E.,14/04/2025,Contratación,"CB de AM 2021/JCMDEF / 00000096E, lote 1 gasolinas y gasóleos tipo A, B y C para Península e Islas Baleares.",Negociado con publicidad,Nacional,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",Lote 1.,No disponible,No disponible,Dirección de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada.,S2815004C.,REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS S.A.,A80298839.,"289.256,20 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13854
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2025/ETSAE0906/00000628E.,14/04/2025,Licitación,Adquisición de Salvas 105X14 MM.,Negociado con publicidad,Comunidad de Madrid,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",No disponible,S2800811H.,"892.080,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13855
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2025/ETSAE0906/00000794E.,14/04/2025,Contratación,"Mantenimiento de los sistemas electrónicos, ópticos y optrónicos de los vehículos acorazados del ET.",No disponible,Comunidad de Madrid,50600000 Servicios de reparación y mantenimiento,Acuerdo Marco.,No disponible,No disponible,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico.,S2800811H.,"INDRA SISTEMAS, S.A.",A28599033.,"578.512,40 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13856
MINISTERIO DEL INTERIOR,Jefatura de Asuntos Económicos de la Guardia Civil,A/0058/A/24/2.,14/04/2025,Contratación,Suministro de uniformes de campaña para atender a la adjudicación y reposición de los componentes de la Guardia Civil que realicen determinadas funciones y ocupen los puestos de trabajo o destinos que lo requieran.,Abierto,Comunidad de Madrid,"18000000 Prendas de vestir, calzado, artículos de viaje y accesorios",No disponible,No disponible,No disponible,Jefatura de Asuntos Económicos de la Guardia Civil.,S2816003D.,"EL CORTE INGLES, S.A.",A28017895.,"413.100,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13857
MINISTERIO DEL INTERIOR,Subdirección General de Planificación y Gestión Económica,02012025AC03.,14/04/2025,Licitación,Acuerdo Marco para el suministro de GPL (PROPANO) a los establecimientos penitenciarios de la Península y Baleares dependientes de la Secretaría General de Instituciones Penitenciarias.,Abierto,Nacional,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",Acuerdo marco.,S2813060G.,"884.638,69 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13858
MINISTERIO DEL INTERIOR,División Económica y Técnica (Cuerpo Nacional de Policía),Z25AR004/X10.,14/04/2025,Licitación,"Adquisición de material para la dotación colectiva de los policías integrantes de las Unidades de Intervención Policial (UIP) y Unidades de Prevención y Reacción (UPR) de la Policía Nacional, en un plan bianual para los años 2025-2026. · Lote I: un mínimo de 44.000 artificios triple fumígenos (ATF). · Lote II: un mínimo de 24.000 artificios triple lacrimógenos (ATL).",Abierto,Comunidad de Madrid,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",Lotes 1 y 2.,S2816015H.,"1.700.000,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13859
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF -Consejo de Administración,3.24/27507.0165.,14/04/2025,Contratación,"Obras de ejecución del proyecto de construcción de actuaciones complementarias en la línea Sagunto - bifurcación Teruel, y del Proyecto de construcción para la adaptación a 750 metros de una de las vías de apartado de la estación de Cella.",Abierto,Nacional,45000000 Trabajos de construcción,No disponible,No disponible,No disponible,ADIF -Consejo de Administración.,Q2801660H.,UTE Actnes Linea Sagunto-teruel.,U75843771.,"26.674.252,63 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13861
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,3.24/27507.0203.,14/04/2025,Contratación,Ejecución de las obras del proyecto de sustitución de hilo de contacto y mejora de protecciones en el trayecto Madrid Atocha - San Fernando de Henares.,Abierto,Comunidad de Madrid,45000000 Trabajos de construcción,No disponible,No disponible,No disponible,ADIF - Presidencia.,Q2801660H.,Eym Guinovart SA.,A08067951.,"2.447.286,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13862
MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,Instituto Nacional de Seguridad y Salud en el Trabajo O,0021-25.,14/04/2025,Licitación,Contratación del servicio de limpieza de la dependencia del INSST- CNCT de Barcelona.,Abierto,Cataluña,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",No disponible,Q2869052G.,"906.454,56 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13864
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Ebro,DT-CS001-2025-OE.,14/04/2025,Licitación,"Contrato de concesión de servicios para la explotación, mantenimiento y conservación de once (11) centrales hidroeléctricas en el canal de Aragón y Cataluña y tres (3) centrales hidroeléctricas en el canal de Zaidín.",Abierto,Nacional,65000000 Servicios públicos,No disponible,Q5017001H.,"22.309.630,34 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13865
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Secretaría General de la Agencia Estatal Consejo Superior de Investigaciones Científicas,LOT47/25.,14/04/2025,Licitación,Servicio de soporte técnico informático destinado a diversos centros e institutos de la Agencia Estatal Consejo Superior de Investigaciones Científicas.,Abierto,"Nacional, Comunidad Valenciana, Andalucía","72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",Varios lotes.,Q2818002D.,"514.879,20 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13866
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Consejo Rector del Centro Nacional de Experimentación de Tecnologías de Hidrógeno y Pilas de Combustible,CSM_2024_003.,14/04/2025,Contratación,"Diseño, Suministro, Instalación y Puesta en Marcha de plantas piloto portables con cargo a los Planes complementarios JCCM, Programa de Energía e Hidrógeno Verde, financiado con fondos procedentes del Plan de Recuperación, Transformación Y Resiliencia - NEXT GENERATIONEU.",Abierto,Castilla-La Mancha,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas) 42000000 Maquinaria industrial 44000000 Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos) 51000000 Servicios de instalación (excepto software) 71000000 Servicios de arquitectura, construcción, ingeniería e inspección",Lote 2.,No disponible,No disponible,Consejo Rector del Centro Nacional de Experimentación de Tecnologías de Hidrógeno y Pilas de Combustible.,S1300109D.,"EDIBON INTERNATIONAL, S.A.",A84306257.,"1.269.900,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13867
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",LOT32/25.,14/04/2025,Contratación,Servicio de vigilancia para institutos y centros de la Agencia Estatal Consejo Superior de Investigaciones Científicas.,No disponible,"Galicia, Andalucía","79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Lotes 1 y 4.,No disponible,No disponible,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.",Q2818002D.,HETECSE. SA.,****6120*.,"188.773,92 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13868
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",LOT35/25.,14/04/2025,Contratación,"Servicio de limpieza destinado a centros en Baleares, Cádiz y Sevilla de la Agencia Estatal Consejo Superior de Investigaciones Científicas.",Abierto,"Illes Balears, Andalucía","90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",Lotes 1 y 3.,No disponible,No disponible,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.",Q2818002D.,Lecos Multiservicios S.L.,B16785503.,"16.650,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13869
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",LOT27/25.,14/04/2025,Contratación,Servicio de vigilancia para institutos y centros de la Agencia Estatal Consejo Superior de Investigaciones Científicas.,No disponible,Galicia,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Lote 3.,No disponible,No disponible,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.",Q2818002D.,INOVATIVE SECURITY CONCEPT SLU.,B90320912.,"45.348,63 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13870
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",32373/24.,14/04/2025,Contratación,"Servicios de arquitectura, redacción de proyecto de derribo, proyecto básico y de ejecución, estudio de seguridad y salud, dirección de obra y asistencia técnica (arquitecto) para las obras del nuevo edificio de cultivos del Centro Oceanográfico de Vigo, integrado en el Instituto Español de Oceanografía de la Agencia Estatal Consejo Superior de Investigaciones Científicas.",Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",No disponible,No disponible,No disponible,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.",Q2818002D.,"Hijona Ravski, S.L.P.",B87738621.,"110.000,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13871
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",LOT31/25.,14/04/2025,Contratación,Servicio de vigilancia destinado a institutos y centros de la Agencia Estatal Consejo Superior de Investigaciones Científicas.,No disponible,Comunidad de Madrid,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Lote 2.,No disponible,No disponible,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.",Q2818002D.,"SECURITY SERVICES KUO,S.L.",B86881588.,"325.435,01 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13872
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",Instituto Social de la Marina -División de Administración y Análisis Presupuestario,602025PA9301.,14/04/2025,Licitación,"Suministro de aceites lubricantes, aceites hidráulicos y grasas para la flota de buques sanitarios del Instituto Social de la Marina,.",Abierto,Comunidad de Madrid,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",No disponible,Q2869056H.,"339.280,03 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13873
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de León,2025/240025.,14/04/2025,Contratación,"Servicios de vigilancia de la salud y la realización de los reconocimientos médicos laborales, oftalmológicos y otorrinolaringológicos del personal dependiente de la Dirección Provincial de la Tesorería General de la Seguridad Social en León, de la Intervención Delegada Territorial y de la Unidad Provincial de Informática de León.",No disponible,Castilla y León,85000000 Servicios de salud y asistencia social,Varias adjudicaciones.,No disponible,No disponible,TGSS-Dirección provincial de León.,Q2469004B.,"CLINICA SAN FRANCISCO, S.L.",B24518367.,"8.700,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-13874
CORTES GENERALES,Mesa del Senado,10/2025.,15/04/2025,Licitación,Servicios para la externalización parcial de documentación procedente de diversas unidades de la Secretaría General del Senado.,Abierto,Comunidad de Madrid,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,S2804003H.,"504.960,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14001
CORTES GENERALES,Mesa del Senado,35/2024.,15/04/2025,Contratación,Suministro de ordenadores de sobremesa y servicios conexos para el Senado.,Abierto,Comunidad de Madrid,"30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software 51000000 Servicios de instalación (excepto software)",Suministro y servicios.,No disponible,No disponible,Mesa del Senado.,S2804003H.,Compusof s.a.,No disponible,"290.125,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14002
"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",Secretaría de Estado de Justicia,AOB/2025/031.,15/04/2025,Licitación,Obras de rehabilitación del edificio de calle gran vía 33-37 de Salamanca.,Abierto,Castilla y León,45000000 Trabajos de construcción,Reforma.,S2813610I.,"10.027.201,26 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14003
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 41 - Base Aérea de San Javier,2025/EA41/00000608E.,15/04/2025,Contratación,Servicio auxiliares de servicio y control (ASC) para el CDSC Oficiales Ruiz de Alda y CDSC Suboficiales Fdez. Tudela del 13/04/25 al 12/04/26 (AM 2024/JCMDEF/00000050).,Abierto,Región de Murcia,"98000000 Otros servicios comunitarios, sociales o personales",Acuerdo marco.,No disponible,No disponible,Jefatura de la Sección Económico-Administrativa 41 - Base Aérea de San Javier.,S3022001F.,"INTEGRA MANTENIMIENTO GESTION Y SERVICIOS INTEGRADOS CENTRO ESPECIAL DE EMPLEO, S.L.",B82992744.,"95.047,92 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14004
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00001076E.,15/04/2025,Contratación,Prestación del servicio de mantenimiento y suministro de repuestos de palas para los helicópteros del ET.,Negociado con publicidad,Comunidad de Madrid,50200000 Servicios de reparación y mantenimiento,No disponible,No disponible,No disponible,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico.,S2800811H.,"BIGAS GRUP HELICOPTERS, SL.",B64012966.,"4.500.000,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14005
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 61 - Base Aérea de Son San Juan,2025/EA61/00000322.,15/04/2025,Contratación,Adquisición gas Propano para Unidades adscritas a SEA 61.,Abierto,Illes Balears,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",No disponible,No disponible,No disponible,Jefatura de la Sección Económico-Administrativa 61 - Base Aérea de Son San Juan.,S0722001E.,REPSOL BUTANO S.A.,A28076420.,"11.859,50 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14006
MINISTERIO DE DEFENSA,Dirección Económico Financiero de la Dirección General de Infraestructura,2025/SP03032003/00000310E.,15/04/2025,Contratación,"CBAM 1 MOD 5 LOTE 7: Servicios e Infraestructuras de Videoconferencia Segura, AM 2021/JCMDEF/00000070E.",Negociado con publicidad,Comunidad de Madrid,64000000 Servicios de correos y telecomunicaciones,No disponible,No disponible,No disponible,Dirección Económico Financiero de la Dirección General de Infraestructura. MDE.,S2800643E.,Grupalia Internet S.A.,A47436019.,"102.748,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14007
MINISTERIO DE DEFENSA,Dirección General del INTA,582024085200.,15/04/2025,Contratación,"Sondeos en sierra gador, provincia de almeria.",Abierto,Comunidad de Madrid,76000000 Servicios relacionados con la industria del gas y del petróleo,No disponible,No disponible,No disponible,Dirección General del INTA.,Q2822003F.,GEONOR SERVICIOS TECNICOS SL.,B15797533.,"75.000,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14008
MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Centro,2024/ETSAE0038/00004921E/003M.,15/04/2025,Contratación,Prórroga extraordinaria Servicio de limpieza y prestaciones relacionadas en diversas instalaciones del E.T.,Abierto,Comunidad de Madrid,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",No disponible,No disponible,No disponible,Jefatura de Intendencia de Asuntos Económicos Centro.,S2830158H.,"CLECE, S.A.",A80364243.,"1.516.075,88 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14009
MINISTERIO DE DEFENSA,Dirección General del INTA,582024107300.,15/04/2025,Contratación,Equipo para la determinación de atp en jet a1.,Abierto,Comunidad de Madrid,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)",No disponible,No disponible,No disponible,Dirección General del INTA.,Q2822003F.,INSTRUMENTACION ANALITICA S.A.,A08635500.,"6.856,94 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14010
MINISTERIO DE DEFENSA,Intendente de Ferrol,2025/AR42U/00000589.,15/04/2025,Contratación,Escuela Naval Militar.- Suministro ropa deportiva. Derivado Acuerdo Marco lote 7.,No disponible,Galicia,"18000000 Prendas de vestir, calzado, artículos de viaje y accesorios",Acuerdo marco.,No disponible,No disponible,Intendente de Ferrol.,S1515003J.,INTEGRAL THERMAL SHIELD S.L.,B74358458.,"13.600,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14011
MINISTERIO DE DEFENSA,Intendente de Ferrol,2025/AR42U/00000019.,15/04/2025,Contratación,Barroso (CBAM) Suministro Abierto de Víveres.- (AM 01330/24 TA).,No disponible,Galicia,"15000000 Alimentos, bebidas, tabaco y productos afines",Acuerdo marco.,No disponible,No disponible,Intendente de Ferrol.,S1515003J.,UNION CASTELLANA DE ALIMENTACION UCALSA S.A.,A80994460.,"183.077,27 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14012
MINISTERIO DE DEFENSA,Dirección de Asuntos Económicos del Ejército,2024/ETSAE0921/00000479E.,15/04/2025,Contratación,Servicios de asistencia tecnica a la gestion integral de las actividades de apoyo de las funciones economico administrativas en diversas unidades dependientes funcionalmente de la Direccion de Asuntos Economicos del E.T.,Abierto,Comunidad de Madrid,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Acuerdo marco.,No disponible,No disponible,Dirección de Asuntos Económicos del Ejército.,S2830078H.,BEYOND SOLUCIONES Y SERVICIOS S.L.,B86692811.,"2.926.186,56 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14013
MINISTERIO DE DEFENSA,Subdirección General de Servicios Económicos y Pagadurías,2025/SP01010020/00000312E.,15/04/2025,Licitación,Suministro de paja destinada a los centros militares de cría caballar de las FAS.,Abierto,Comunidad de Madrid,"03000000 Productos de la agricultura, ganadería, pesca, silvicultura y productos afines",Varios lotes.,S2800506D.,"177.850,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14014
MINISTERIO DE DEFENSA,Subdirección General de Servicios Económicos y Pagadurías,2025/SP01010020/00000306E.,15/04/2025,Licitación,Suministro de cuatro (4) vehículos de transporte de animales con capacidad para dos (2) plazas de caballos para Subdirección General de Administración Periférica (Cría Caballar de las FAS).,Abierto,Comunidad de Madrid,34000000 Equipos de transporte y productos auxiliares,No disponible,S2800506D.,"259.320,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14015
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 12 - Agrupación del Acuartelamiento Aéreo Tablada,2024/EA12/00002408E.,15/04/2025,Contratación,"Servicio de retimbrados, recargas y pruebas hidrostáticas obligatorias homologadas de los diferentes modelos de extintores pertenecientes a la Agrupación ACAR Tablada.",Abierto,Andalucía,50600000 Servicios de reparación y mantenimiento 50800000 Servicios de reparación y mantenimiento,No disponible,No disponible,No disponible,Jefatura de la Sección Económico Administrativa 12 - Agrupación del Acuartelamiento Aéreo Tablada.,S4130033F.,3FUEGOS PCI S.L.,B21572862.,"19.008,26 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14016
MINISTERIO DE HACIENDA,Dirección del Servicio de Gestión Económica de la Agencia Estatal de la Administración Tributaria,25700007100.,15/04/2025,Contratación,"Servicio de mantenimiento de los sistemas de protección contra incendios y de videovigilancia instalados en el edificio de la calle Josefa Valcárcel, 46.",Abierto,Nacional,50600000 Servicios de reparación y mantenimiento,No disponible,No disponible,No disponible,Dirección del Servicio de Gestión Económica de la Agencia Estatal de la Administración Tributaria.,Q2826000H.,"INNOVACIÓN GLOBAL DE SEGURIDAD,S.A.",A86376803.,"5.200,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14017
